created_at,full_text
2021-06-30 02:13:16+00:00,"Delia Fiallo, known as the ""mother of the Latin American soap opera,"" died early Tuesday, a source close to her says. She was 96. https://t.co/BeFF2m3Tzc"
2021-06-30 00:15:17+00:00,"US hammer thrower Gwen Berry has responded to criticism over turning away from the flag while on the podium at the Olympic trials, saying she ""never said that I hated the country."" https://t.co/9VHvHY07yn https://t.co/7G47OiG7zH"
2021-06-30 23:30:01+00:00,"A woman said she spent years trying to get the authorities to investigate a 2013 rape allegation, but a break in the case came only after she found a series of Facebook messages last year that had been sent to her by the man she said had attacked her. https://t.co/QJCBppPaMS"
2021-06-30 23:18:06+00:00,"RT @KeithBradsher: The ceremonies have begun here in Tiananmen Square, where we have been listening to military bands and youth choirs whil…"
2021-06-30 23:08:08+00:00,Happening now: Please join our reporters for a live audio conversation and audience Q&amp;A about the Britney Spears conservatorship case on @TwitterSpaces. Click below to participate. https://t.co/galAKbZHnC
2021-06-30 22:52:07+00:00,"Si padeces por el calor extremo de este verano, los expertos tienen algunos consejos para refrescarte. https://t.co/aAtnhEjCwB"
2021-06-30 22:32:22+00:00,RT @cliffordlevy: UNC’s board of trustees voted on Wednesday to grant tenure to the Pulitzer Prize-winning journalist Nikole Hannah-Jones o…
2021-06-30 22:20:09+00:00,RT @sheeraf: NEW for me: Researchers have long theorized about how Iran and other countries are spreading disinformation through encrypted…
2021-06-30 22:10:06+00:00,"“This is going to have ramifications for any woman who has ever come forward about a man who did this to them or any person who is thinking about coming forward.”

Here's how Bill Cosby’s accusers reacted to the ruling to overturn his conviction. https://t.co/SYZEiN2Rv4"
2021-06-30 22:05:30+00:00,"New York City’s elections board released a new preliminary tally of ranked-choice votes after botching, and then retracting, Tuesday's count. They suggest a tightening race between Eric Adams, the primary night leader, and Maya Wiley and Kathryn Garcia. https://t.co/5PcYwla73l"
2021-06-30 22:00:16+00:00,"In Opinion

Rich Americans enjoy almost 50% more greenery in their areas than low-income ones. These images show the depth of the contrast. https://t.co/5zICudbI18"
2021-06-30 21:41:06+00:00,"“It was my world coming down,” Dr. Hasan Gokal, who was fired because of the allegation, told our reporter in February. “To have everything collapse on you. God, it was the lowest moment in my life.” https://t.co/qs9gLKVVLU"
2021-06-30 21:41:06+00:00,"A Houston doctor who was accused earlier this year of stealing 10 doses of Covid-19 vaccine and inoculating people with medical conditions, including his wife, in a late-night race to use the medicine before it expired will not be indicted. https://t.co/XoJg3sKX8k"
2021-06-30 21:40:07+00:00,"The NCAA agreed on Wednesday to allow college athletes to capitalize on their fame for the first time, which could direct millions of dollars to them each year. https://t.co/Fmi64rbuXe"
2021-06-30 21:30:17+00:00,"Si estás sufriendo por las altas temperaturas del verano, tenemos algunas recomendaciones de los expertos para refrescarte. https://t.co/YCEEYgpTVK"
2021-06-30 21:15:06+00:00,"RT @trbrtc: As part of a six-month investigation, the @nytimes Visual Investigations team synchronized and mapped thousands of videos and p…"
2021-06-30 21:00:14+00:00,Allen Weisselberg’s fealty as the Trump Organization’s CFO has landed him in serious legal jeopardy. He is expected to be charged on Thursday in an ongoing investigation of Donald Trump and Trump’s company by the Manhattan district attorney. https://t.co/1CfZLe8kUO
2021-06-30 20:56:55+00:00,The Pennsylvania Supreme Court wrote that the agreement meant that Bill Cosby should not have been charged in the case for which he was convicted and sentenced in 2018. The court also barred a retrial. Read the full 79-page opinion. https://t.co/JtmUAurbPh
2021-06-30 20:50:06+00:00,"Kyle Massey, 29, who starred in the Disney Channel show “That’s So Raven,” has been charged with a felony in Washington State after prosecutors say he sent pornographic Snapchat messages to a 13-year-old girl in 2018 and 2019. https://t.co/QZfWR0Iv4j"
2021-06-30 20:45:04+00:00,We spent months analyzing thousands of videos from the Jan. 6 attack on the U.S. Capitol to understand how it happened — and why. Here are some of the key takeaways. https://t.co/yD8h3e73nA
2021-06-30 20:30:15+00:00,"In Opinion

“I don’t want to see us return to normal. I want to see us return to better.” As the U.S. emerges from the pandemic, which offered relief from challenges and inequities for some, people across the country are harboring a deep anxiety. https://t.co/y31xVazzNh"
2021-06-30 20:26:53+00:00,"The 2005 agreement that largely led to Bill Cosby being released from prison on Wednesday was struck with Bruce Castor Jr., a former Pennsylvania prosecutor best known for defending Donald Trump during his second impeachment trial. https://t.co/t5UQX141di"
2021-06-30 20:15:08+00:00,"“Can you please help me get out of prison or refer me to somebody who can?”

For years as a journalist, @emilybazelon covered attempts to exonerate incarcerated people. But this letter led her to a very different story. She found him a lawyer: her sister. https://t.co/suhCzJkh09"
2021-06-30 20:04:06+00:00,"RT @evanhill: A 40-minute documentary six months in the making: 

Our Visual Investigations team watched and mapped thousands of videos to…"
2021-06-30 20:00:08+00:00,Rescue teams have removed more than three million pounds of debris in their search for survivors after the collapse of a condo tower in South Florida. The death toll rose to 16 on Wednesday. https://t.co/E6tskzAQwL https://t.co/Xglc0LyDAf
2021-06-30 19:57:56+00:00,"Breaking News: Over Republican opposition, the House voted mostly along party lines to create a select committee to investigate the deadly Jan. 6 Capitol riot. https://t.co/4f10P3jnqG"
2021-06-30 19:44:55+00:00,"Donald Rumsfeld had the distinction of being the only defense chief to serve two nonconsecutive terms: 1975 to 1977 under Gerald Ford, and 2001 to 2006 under George W. Bush. He also was the youngest, at 43, and the oldest, at 74, to hold the post. https://t.co/7PFclGfbSm https://t.co/xDhhAMQu9E"
2021-06-30 19:29:57+00:00,"In Opinion

The New York City Board of Elections found a new way to humiliate itself and the city, writes the editorial board. ""The fiasco is all the worse given the fragile state of American democracy in the wake of the Trump presidency.""
https://t.co/vTKGVcjsV0"
2021-06-30 19:23:56+00:00,"RT @Jonesieman: Here's a profile of Allen Weisselberg, who is expected to be charged tomorrow as part of the ongoing Trump investigation. F…"
2021-06-30 19:20:08+00:00,"Bisexual people face discrimination from both gay people and straight people, a study found. It can directly impact their mental health, contributing to depression, stress and anxiety. https://t.co/TjiU3Sjgmx"
2021-06-30 19:14:30+00:00,"“After the assault, I wasn’t sure what had actually happened but the pain spoke volumes. The shame was overwhelming,” Constand said in her victim impact statement submitted to the court for Cosby’s sentencing. Read her statement from 2018.   https://t.co/7m8oZV3oJa"
2021-06-30 19:14:29+00:00,"Cosby had been convicted of drugging and sexually assaulting Andrea Constand in 2004. At the time, she was a Temple University employee he mentored. More than 50 other women came forward to say he had sexually assaulted them in similar ways. https://t.co/AomEeD2pye"
