created_at,full_text,polarity,screen_name
2021-06-30 00:15:17+00:00,"US hammer thrower Gwen Berry has responded to criticism over turning away from the flag while on the podium at the Olympic trials, saying she ""never said that I hated the country."" https://t.co/9VHvHY07yn https://t.co/7G47OiG7zH",-0.9,cnni
2021-06-30 23:30:01+00:00,"A woman said she spent years trying to get the authorities to investigate a 2013 rape allegation, but a break in the case came only after she found a series of Facebook messages last year that had been sent to her by the man she said had attacked her. https://t.co/QJCBppPaMS",-0.03333333333333333,nytimes
2021-06-30 23:18:06+00:00,"RT @KeithBradsher: The ceremonies have begun here in Tiananmen Square, where we have been listening to military bands and youth choirs whil…",-0.1,nytimes
2021-06-30 22:20:09+00:00,RT @sheeraf: NEW for me: Researchers have long theorized about how Iran and other countries are spreading disinformation through encrypted…,-0.012878787878787884,nytimes
2021-06-30 21:41:06+00:00,"“It was my world coming down,” Dr. Hasan Gokal, who was fired because of the allegation, told our reporter in February. “To have everything collapse on you. God, it was the lowest moment in my life.” https://t.co/qs9gLKVVLU",-0.15555555555555559,nytimes
2021-06-30 21:41:06+00:00,"A Houston doctor who was accused earlier this year of stealing 10 doses of Covid-19 vaccine and inoculating people with medical conditions, including his wife, in a late-night race to use the medicine before it expired will not be indicted. https://t.co/XoJg3sKX8k",-0.09999999999999999,nytimes
2021-06-30 21:00:14+00:00,Allen Weisselberg’s fealty as the Trump Organization’s CFO has landed him in serious legal jeopardy. He is expected to be charged on Thursday in an ongoing investigation of Donald Trump and Trump’s company by the Manhattan district attorney. https://t.co/1CfZLe8kUO,-0.07777777777777777,nytimes
2021-06-30 20:45:04+00:00,We spent months analyzing thousands of videos from the Jan. 6 attack on the U.S. Capitol to understand how it happened — and why. Here are some of the key takeaways. https://t.co/yD8h3e73nA,-0.05,nytimes
2021-06-30 19:42:29+00:00,"Breaking News: Donald Rumsfeld is dead at 88. The secretary of defense for two presidents, he was in charge of the invasion of Iraq under George W. Bush. https://t.co/9bds0sL5i9",-0.2,nytimes
2021-06-30 19:29:57+00:00,"In Opinion

The New York City Board of Elections found a new way to humiliate itself and the city, writes the editorial board. ""The fiasco is all the worse given the fragile state of American democracy in the wake of the Trump presidency.""
https://t.co/vTKGVcjsV0",-0.025454545454545462,nytimes
2021-06-30 19:23:56+00:00,"RT @Jonesieman: Here's a profile of Allen Weisselberg, who is expected to be charged tomorrow as part of the ongoing Trump investigation. F…",-0.1,nytimes
2021-06-30 19:05:05+00:00,"RT @heytherehaIey: We spent months collecting, synchronizing and mapping thousands of videos of the Jan. 6 attack on the Capitol to provide…",-0.1,nytimes
2021-06-30 18:52:10+00:00,"The remains of four whales, 20 dolphins and 176 turtles have been found since the ship carrying toxic material caught fire and sank, an official told the court — revealing some of the toll of what is being called Sri Lanka's worst environmental disaster. https://t.co/bWo1ioLQsq",-1.0,nytimes
2021-06-30 18:45:03+00:00,"Hundreds of dead sea creatures, including whales and dolphins, have washed ashore in Sri Lanka, apparently poisoned by chemicals from a cargo ship that caught fire and sank, government officials said. https://t.co/tckwLm35MG",-0.07500000000000001,nytimes
